sr. no.,Country,text,timestamp,tweet_url,likes,retweets,Related to Covid,Tweet Type,Tweet Sub-Type
2905,USA,"People are disgusted and embarrassed by the Fake News Media, as headed by the @nytimes, @washingtonpost, @comcast & MSDNC, @ABC, @CBSNews and more. They no longer believe what they see and read, and for good reason. Fake News is, indeed, THE ENEMY OF THE PEOPLE!",2020-03-01 21:13:29,/realDonaldTrump/status/1234225268207898627,118518,34277,No,,
2906,USA,"Pete Buttigieg is OUT. All of his SuperTuesday votes will go to Sleepy Joe Biden. Great timing. This is the REAL beginning of the Dems taking Bernie out of play - NO NOMINATION, AGAIN!",2020-03-01 23:43:34,/realDonaldTrump/status/1234263037110083587,125203,28036,No,,
2907,USA,"Mini Mike Bloomberg didn’t bring NYC back, as he said in his fake ad. It was @RudyGiuliani who brought NYC back and who also, with his endorsement, got Mini Mike elected (with barely a thank you). A boring mayor who the people couldn’t stand!",2020-03-02 00:08:40,/realDonaldTrump/status/1234269356760104961,74487,18812,No,,
2908,USA,The Black community brilliantly turned their backs on Mini Mike because they know he is a pandering phony who never did right by them!https://twitter.com/jakevcrandall/status/1234179493717213184 …,2020-03-02 00:46:51,/realDonaldTrump/status/1234278963444375553,58948,15477,No,,
2909,USA,Thank you. I love you too! https://twitter.com/kayleighmcenany/status/1234206530217660417 …,2020-03-02 00:54:07,/realDonaldTrump/status/1234280791791865857,89787,19232,No,,
2910,USA,Thank you! https://twitter.com/kayleighmcenany/status/1234168112804761600 …,2020-03-02 00:56:40,/realDonaldTrump/status/1234281436070522881,52997,12678,No,,
2911,USA,"Sleepy Joe Biden also said that guns killed 150 million Americans last year, wants to win Georgia on Super Tuesday (not up), and got his speaking location wrong again!https://twitter.com/FrancisBrennan/status/1234123094865928193 …",2020-03-02 01:07:58,/realDonaldTrump/status/1234284276239261696,40678,11763,No,,
2912,USA,Sleepy Eyes Chuck Todd is not at the top of his game! Thank you.https://twitter.com/ErinMPerrine/status/1234156399430635522 …,2020-03-02 01:10:07,/realDonaldTrump/status/1234284820576063489,31483,7763,No,,
2913,USA,"Watch Mark Levin interview of Charlie Kirk tonight at 11:00 P.M. on @FoxNews. Amazing!!!  And, while you’re at it, go get Charlie’s new book, “The MAGA Doctrine: The Only Ideas That Will Win the Future”...This is a really GREAT book. Support Charlie Kirk!",2020-03-02 02:12:12,/realDonaldTrump/status/1234300444199071744,62792,14137,No,,
2914,USA,"Gallup Poll numbers on the handling of this situation are outstanding, the best. Thank you! https://twitter.com/realDonaldTrump/status/1234211248373403648 …",2020-03-02 02:31:32,/realDonaldTrump/status/1234305307439923201,48670,11709,Yes,Action,Message that the govt. is tackling the crisis well
2915,USA,“The Democrat Party is a field of lightweights in complete disarray.” @kayleighmcenany @JudgeJeanine,2020-03-02 02:33:02,/realDonaldTrump/status/1234305684298227713,38502,8362,No,,
2916,USA,I am meeting with the major pharmaceutical companies today at the White House about progress on a vaccine and cure. Progress being made!,2020-03-02 12:26:23,/realDonaldTrump/status/1234455007765942273,101897,20181,No,,
2917,USA,"“Ever since (Mini Mike) Bloomberg’s bad debate performances, his support has dropped.” @abcnews  Dropped a lot. Only his highly paid consultants, who are laughing all the way to the bank, still support him...And by the way, he did not poll well as mayor in handling crisis!",2020-03-02 12:42:49,/realDonaldTrump/status/1234459143790112770,49067,11123,No,,
2918,USA,I was criticized by the Democrats when I closed the Country down to China many weeks ahead of what almost everyone recommended. Saved many lives. Dems were working the Impeachment Hoax. They didn’t have a clue! Now they are fear mongering. Be calm & vigilant!,2020-03-02 12:55:20,/realDonaldTrump/status/1234462291652993032,158799,35977,Yes,Action,Message that the govt. is tackling the crisis well
2919,USA,"Jack Welch, former Chairman and CEO of GE, a business legend, has died. There was no corporate leader like “neutron” Jack. He was my friend and supporter. We made wonderful deals together. He will never be forgotten. My warmest sympathies to his wonderful wife & family!",2020-03-02 14:19:23,/realDonaldTrump/status/1234483443712561157,80772,15534,No,,
2920,USA,"As usual, Jay Powell and the Federal Reserve are slow to act. Germany and others are pumping money into their economies. Other Central Banks are much more aggressive. The U.S. should have, for all of the right reasons, the lowest Rate. We don’t, putting us at a.....",2020-03-02 15:16:33,/realDonaldTrump/status/1234497829298679809,62145,15441,Yes,Criticism,Criticizing own country leaders
2921,USA,".@FoxNews is working hard pushing the Radical Left, Do Nothing Democrats. They want to be, unlike their competitors, @CNN & MSDNC (Comcast), Fair & Balanced. When will they ever learn. The Radical Left never even gave @FoxNews permission to partake in their low rated debates!",2020-03-02 16:43:33,/realDonaldTrump/status/1234519726702956545,52680,12955,No,,
2922,USA,"The only people in favor of Mini Mike continuing with his hapless campaign are me and his political consultants, who are getting richer and richer by the day!",2020-03-02 17:01:23,/realDonaldTrump/status/1234524212993372160,81519,14272,No,,
2923,USA,THANK YOU @BillCassidy for all of your support with our #MAGA Agenda. You are doing an outstanding job representing the people of Louisiana & the U.S.A. You have my Complete and Total Endorsement! #KAG2020https://twitter.com/BillCassidy/status/1230189738742685698 …,2020-03-02 19:48:04,/realDonaldTrump/status/1234566159774756864,28192,7639,No,,
2924,USA,Congresswoman Kay @GrangerCampaign has worked hard for Texas and been a strong supporter of our #MAGA Agenda. She’s strong on #2A and Securing our Border and is 100% pro-life. Kay has my Complete and Total Endorsement!https://secure.winred.com/kaygranger/donate …,2020-03-02 19:51:43,/realDonaldTrump/status/1234567077513572352,29290,8557,No,,
2925,USA,"Michelle @FischbachMN7 is running for Congress in Minnesota. Michelle will protect the unborn, is Strong on Crime & Borders, Cutting Taxes, your #2A, Loves our Military, Vets, & will stand w/ our Great Farmers. Michelle has my Complete & Total Endorsement!https://secure.winred.com/MichelleFischbach/website-donations …",2020-03-02 19:55:07,/realDonaldTrump/status/1234567934141399041,29458,8953,No,,
2926,USA,THANK YOU!https://www.breitbart.com/tech/2020/03/01/florida-am-student-donald-trump-deserves-credit-for-progress-at-historically-black-colleges/ …,2020-03-02 19:55:40,/realDonaldTrump/status/1234568071249088513,54358,13127,No,,
2927,USA,They are staging a coup against Bernie!,2020-03-02 21:32:54,/realDonaldTrump/status/1234592543821705219,147262,26626,No,,
2928,USA,https://www.pscp.tv/w/cSxXeTEzNTg4Mzh8MVlwSmtRTVFiYm9LanA_xNHYAFL5lgxRktK3jAP3nrwjKrEXnV3Om0mAoyaJ?t=4s …,2020-03-03 01:24:53,/realDonaldTrump/status/1234650923210878976,39788,10030,No,,
2929,USA,"This is an incredible time for our nation—we are in the midst of the Great American Comeback! Jobs are booming, incomes are soaring, poverty is plummeting, confidence is surging, and we have completely rebuilt the awesome power of the U.S. Military. PROMISES MADE, PROMISES KEPT!pic.twitter.com/d5RqU1n3Y0",2020-03-03 01:52:34,/realDonaldTrump/status/1234657888762765313,71842,18613,No,,
2930,USA,"The Democrats in the House should propose a very simple one year Payroll Tax cut. Great for the middle class, great for the USA!",2020-03-03 04:17:15,/realDonaldTrump/status/1234694301734580231,81720,17225,No,,
2931,USA,"Thank you @JackBrewerBSI. We’re with you all the way. The American people know what’s going on, they totally get it. Watch what happens in November 2020! Thank you for your continued support. Together, we are going to KEEP AMERICA GREAT! #BlackVoicesforTrumphttps://twitter.com/TeamTrump/status/1234686346603552768 …",2020-03-03 04:41:26,/realDonaldTrump/status/1234700386453409792,50469,15554,No,,
2932,USA,"Australia’s Central Bank cut interest rates and stated it will most likely further ease in order to make up for China’s Coronavirus situation and slowdown. They reduced to 0.5%, a record low. Other countries are doing the same thing, if not more so. Our Federal Reserve has us....",2020-03-03 06:34:02,/realDonaldTrump/status/1234728724219691008,56420,14098,Yes,Criticism,Criticizing own country leaders
2933,USA,"Texas & Oklahoma: Mini Mike Bloomberg will kill your drilling, fracking and pipelines. Petroleum based “anything” is dead. Energy jobs gone. Don’t vote for Mini Mike!",2020-03-03 13:24:48,/realDonaldTrump/status/1234832097065480193,76909,18454,No,,
2934,USA,Go Admiral Ronny! https://twitter.com/realDonaldTrump/status/1233583517117775872 …,2020-03-03 13:30:21,/realDonaldTrump/status/1234833494607564800,40607,10240,No,,
2935,USA,"New book by @charliekirk11, already number 1, “The MAGA Doctrine”. Really great, SUPPORT CHARLIE KIRK. Buy now!",2020-03-03 14:00:33,/realDonaldTrump/status/1234841094745137154,50561,11397,No,,
2936,USA,"Mini Mike Bloomberg can never recover from his incompetent debate performances. Also, as mayor he was very bad under pressure - a choker!",2020-03-03 14:30:27,/realDonaldTrump/status/1234848619699810306,59531,11345,No,,
2937,USA,Prayers for all of those affected by the devastating tornadoes in Tennessee. We will continue to monitor the developments. The Federal Government is with you all of the way during this difficult time.https://twitter.com/MarshaBlackburn/status/1234823263429238784 …,2020-03-03 14:49:00,/realDonaldTrump/status/1234853287712694272,60491,14252,No,,
2938,USA,"The Federal Reserve is cutting but must further ease and, most importantly, come into line with other countries/competitors. We are not playing on a level field. Not fair to USA. It is finally time for the Federal Reserve to LEAD. More easing and cutting!",2020-03-03 15:51:43,/realDonaldTrump/status/1234869067892305923,78152,18928,Yes,Criticism,Criticizing own country leaders
2939,USA,"It was my great honor to address the National Association of Counties Legislative Conference where 1,200 County Leaders whose incredible devotion, talent, and drive directly and profoundly improve the lives of millions of Americans each and every day.https://www.pscp.tv/w/cS05wTFvTlFsTFJub1dwUXd8MVBsS1FtcXB6THFLRbJLtWFdZgfb9vw8XQybnZWCC6kD-zLdW9J71FcelQtl?t=2s …",2020-03-03 17:30:01,/realDonaldTrump/status/1234893805389844481,40610,9666,No,,
2940,USA,I commend the hard work of Senator @SteveDaines and @SenCoryGardner in protecting funding for the Land and Water Conservation Fund for years to come. The citizens of Montana and Colorado thank you both!,2020-03-03 18:30:37,/realDonaldTrump/status/1234909058529943552,47889,10810,No,,
2941,USA,"I am calling on Congress to send me a Bill that fully and permanently funds the LWCF and restores our National Parks. When I sign it into law, it will be HISTORIC for our beautiful public lands. ALL thanks to @SenCoryGardner and @SteveDaines, two GREAT Conservative Leaders!",2020-03-03 21:10:46,/realDonaldTrump/status/1234949358644289541,80008,18833,No,,
2942,USA,THANK YOU VERMONT! #KAG2020pic.twitter.com/XgwOjKwYoR,2020-03-04 00:54:49,/realDonaldTrump/status/1235005746523385861,38358,8720,No,,
2943,USA,THANK YOU NORTH CAROLINA! #KAG2020pic.twitter.com/RPX0fqWmB1,2020-03-04 00:55:21,/realDonaldTrump/status/1235005879226961924,48538,10300,No,,
2944,USA,THANK YOU ALABAMA! #KAG2020pic.twitter.com/IdJ721oOsq,2020-03-04 01:26:57,/realDonaldTrump/status/1235013832105431040,42261,9198,No,,
2945,USA,THANK YOU OKLAHOMA! #KAG2020pic.twitter.com/V5DNRn6yNB,2020-03-04 01:27:22,/realDonaldTrump/status/1235013938150092800,40300,9019,No,,
2946,USA,THANK YOU MASSACHUSETTS! #KAG2020pic.twitter.com/99dkzK0xfA,2020-03-04 01:28:58,/realDonaldTrump/status/1235014340077473792,42459,9335,No,,
2947,USA,THANK YOU TENNESSEE! #KAG2020pic.twitter.com/yrDlRAcrRt,2020-03-04 01:30:01,/realDonaldTrump/status/1235014604574556162,41507,9161,No,,
2948,USA,THANK YOU MAINE! #KAG2020pic.twitter.com/gJ50FwOuj3,2020-03-04 01:40:50,/realDonaldTrump/status/1235017324006125569,40918,9012,No,,
2949,USA,THANK YOU TEXAS! #KAG2020pic.twitter.com/UujGu4eUNJ,2020-03-04 02:06:45,/realDonaldTrump/status/1235023845477601280,49186,10775,No,,
2950,USA,THANK YOU COLORADO! #KAG2020pic.twitter.com/HUIkHc7hIW,2020-03-04 02:50:25,/realDonaldTrump/status/1235034836705959936,36411,8108,No,,
2951,USA,THANK YOU MINNESOTA! #KAG2020pic.twitter.com/gX4qWdbJHF,2020-03-04 03:10:59,/realDonaldTrump/status/1235040011197837312,39074,8187,No,,
2952,USA,THANK YOU ARKANSAS! #KAG2020 pic.twitter.com/X3XqvrVZoe,2020-03-04 03:11:35,/realDonaldTrump/status/1235040164461699072,37541,8124,No,,
2953,USA,"The biggest loser tonight, by far, is Mini Mike Bloomberg. His “political” consultants took him for a ride. $700 million washed down the drain, and he got nothing for it but the nickname Mini Mike, and the complete destruction of his reputation. Way to go Mike!",2020-03-04 03:23:58,/realDonaldTrump/status/1235043280846381058,162390,30743,No,,
2954,USA,"Elizabeth “Pocahontas” Warren, other than Mini Mike, was the loser of the night. She didn’t even come close to winning her home state of Massachusetts. Well, now she can just sit back with her husband and have a nice cold beer!",2020-03-04 03:35:16,/realDonaldTrump/status/1235046124328755200,169261,31342,No,,
